order_id,customer_id,order_date,status,traffic_source,coupon_code,order_amount
50493,163,2025-01-07,Completed,Paid Search,SPRING15,545.7700000000001
50494,302,2024-06-08,Completed,Direct,,576.8199999999999
50495,153,2024-12-06,Completed,Direct,,579.71
50496,225,2024-09-11,Completed,Paid Search,VIP25,16.48
50497,369,2025-07-25,Completed,Paid Search,,58.79
50498,280,2025-06-09,Completed,Direct,VIP25,281.43
50499,231,2024-09-17,Completed,Direct,,546.55
50500,94,2024-04-17,Completed,Paid Search,,566.4
50501,266,2024-12-03,Completed,Paid Search,FREESHIP,103.49
50502,217,2024-12-01,Completed,Referral,SPRING15,52.14
50503,319,2024-06-13,Completed,Paid Search,SPRING15,313.92
50504,237,2025-04-28,Completed,Organic,,1270.03
50505,214,2024-10-18,Completed,Direct,,1193.83
50506,124,2024-12-12,Completed,Paid Search,,149.7
50507,180,2025-06-14,Completed,Paid Search,WELCOME10,292.07
50508,42,2024-06-10,Completed,Organic,,1032.42
50509,381,2024-01-01,Completed,Referral,,327.73
50510,87,2025-03-26,Completed,Organic,,33.22
50511,395,2024-10-14,Completed,Direct,,47.58
50512,267,2024-06-30,Completed,Paid Search,,280.27
50513,360,2024-02-24,Completed,Social,VIP25,292.66999999999996
50514,165,2024-11-15,Cancelled,Paid Search,,1165.82
50515,133,2024-09-09,Completed,Paid Search,,28.76
50516,68,2025-08-16,Completed,Email,,1307.07
50517,284,2025-07-01,Completed,Email,SPRING15,115.84
50518,225,2024-05-30,Completed,Social,,73.33
50519,294,2024-03-09,Completed,Paid Search,,465.4
50520,91,2024-07-17,Completed,Paid Search,SPRING15,521.79
50521,63,2024-01-17,Completed,Email,,299.70000000000005
50522,122,2024-08-10,Completed,Direct,,829.8299999999999
50523,99,2025-06-19,Completed,Organic,,839.04
50524,300,2024-04-07,Refunded,Organic,VIP25,548.19
50525,45,2024-12-28,Completed,Social,,286.85
50526,43,2025-07-27,Completed,Organic,FREESHIP,667.4200000000001
50527,392,2025-08-20,Completed,Organic,,216.32
50528,259,2025-07-06,Completed,Direct,,1221.2199999999998
50529,383,2024-04-07,Completed,Organic,SPRING15,464.2
50530,64,2025-08-29,Completed,Email,SPRING15,1136.9699999999998
50531,227,2024-10-11,Completed,Social,,230.3
50532,157,2024-05-13,Completed,Social,,26.77
50533,41,2024-06-27,Completed,Direct,,149.7
50534,145,2025-07-21,Completed,Direct,,610.95
50535,142,2025-03-27,Completed,Paid Search,,26.77
50536,237,2024-02-03,Completed,Paid Search,,146.66
50537,74,2024-01-22,Completed,Referral,,142.74
50538,9,2024-08-06,Completed,Organic,,258.5
50539,90,2025-01-25,Completed,Referral,WELCOME10,597.29
50540,294,2025-06-18,Completed,Organic,,331.92
50541,228,2024-03-20,Completed,Organic,,1345.0900000000001
50542,66,2024-03-20,Completed,Direct,VIP25,716.29
50543,34,2024-12-31,Completed,Organic,,275.97
50544,45,2024-10-07,Completed,Email,WELCOME10,313.92
50545,292,2024-06-22,Refunded,Organic,,1060.57
50546,375,2024-09-18,Completed,Direct,,320.24
50547,151,2024-05-04,Completed,Paid Search,,217.36
50548,181,2024-05-26,Completed,Organic,,961.24
50549,146,2024-03-24,Refunded,Direct,,1226.28
50550,312,2024-09-04,Completed,Social,FREESHIP,233.11
50551,342,2024-06-14,Completed,Email,,36.77
50552,196,2025-07-24,Completed,Organic,VIP25,353.89
50553,116,2024-07-17,Completed,Organic,,199.68
50554,303,2025-09-26,Completed,Social,FREESHIP,510.55999999999995
50555,217,2024-09-19,Completed,Referral,,999.52
50556,392,2025-07-26,Completed,Paid Search,WELCOME10,399.82
50557,328,2025-08-10,Completed,Paid Search,,80.92
50558,70,2024-11-07,Completed,Referral,,905.54
50559,48,2025-01-26,Completed,Organic,,406.29
50560,351,2024-10-07,Completed,Organic,WELCOME10,906.65
50561,362,2025-08-18,Completed,Direct,SPRING15,413.59000000000003
50562,151,2024-07-20,Completed,Organic,,315.22
50563,165,2024-01-27,Completed,Email,,45.68
50564,323,2025-04-30,Completed,Paid Search,FREESHIP,646.3
50565,51,2024-11-12,Completed,Organic,,694.98
50566,104,2025-01-30,Completed,Email,,32.96
50567,5,2024-08-06,Completed,Organic,WELCOME10,346.05
50568,278,2024-06-07,Refunded,Direct,,855.72
50569,337,2025-02-08,Completed,Direct,,1175.07
50570,348,2024-07-08,Completed,Direct,,544.33
50571,16,2025-06-16,Completed,Social,SPRING15,251.48999999999998
50572,65,2024-06-23,Refunded,Referral,,263.07000000000005
50573,394,2024-03-13,Completed,Paid Search,VIP25,497.75
50574,57,2025-03-25,Completed,Referral,FREESHIP,1083.25
50575,115,2024-05-26,Completed,Direct,SPRING15,316.58
50576,282,2024-05-26,Completed,Direct,VIP25,896.58
50577,7,2025-02-10,Completed,Paid Search,FREESHIP,239.03
50578,244,2025-05-01,Completed,Organic,,599.22
50579,105,2025-04-12,Completed,Referral,,176.37
50580,151,2024-12-17,Completed,Direct,,309.2
50581,40,2024-03-15,Completed,Email,VIP25,706.32
50582,227,2024-04-07,Completed,Social,WELCOME10,458.32
50583,60,2025-08-10,Completed,Email,,1161.76
50584,286,2025-03-31,Completed,Direct,,100.37
50585,367,2024-01-30,Completed,Paid Search,SPRING15,449.19
50586,368,2025-05-04,Completed,Organic,,250.39999999999998
50587,324,2024-01-17,Refunded,Email,VIP25,765.84
50588,336,2024-06-04,Completed,Organic,FREESHIP,683.24
50589,153,2024-09-10,Completed,Referral,,139.22
50590,31,2025-08-11,Completed,Organic,SPRING15,1030.57
50591,140,2025-08-12,Completed,Referral,FREESHIP,119.86
50592,338,2024-05-22,Completed,Direct,,959.46
50593,315,2024-02-18,Completed,Organic,,191.48
50594,27,2024-05-16,Completed,Organic,,1106.68
50595,43,2025-07-11,Completed,Direct,,47.58
50596,259,2025-07-19,Completed,Organic,,855.87
50597,261,2024-07-15,Refunded,Referral,,103.49
50598,227,2025-07-25,Completed,Social,,59.93
50599,71,2024-11-07,Completed,Direct,,15.07
50600,198,2025-01-27,Refunded,Social,,30.5
50601,340,2025-03-12,Completed,Organic,WELCOME10,109.74
50602,300,2025-01-27,Completed,Paid Search,,1003.9399999999999
50603,155,2025-02-13,Completed,Organic,VIP25,353.38
50604,142,2025-08-16,Completed,Social,FREESHIP,229.44
50605,272,2024-10-31,Completed,Social,,1046.07
50606,240,2024-12-04,Completed,Paid Search,SPRING15,764.6700000000001
50607,374,2025-08-07,Completed,Direct,,978.5899999999999
50608,127,2024-06-08,Completed,Organic,,456.66
50609,201,2025-07-10,Completed,Social,,260.61
50610,287,2024-08-02,Completed,Paid Search,WELCOME10,338.31
50611,20,2024-02-01,Completed,Direct,WELCOME10,469.28000000000003
50612,250,2025-07-01,Completed,Social,,452.0
50613,210,2024-09-20,Completed,Direct,WELCOME10,585.55
50614,241,2025-09-14,Completed,Direct,,433.61
50615,260,2024-06-26,Completed,Referral,FREESHIP,99.8
50616,25,2024-06-01,Completed,Direct,WELCOME10,556.83
50617,214,2024-11-07,Completed,Email,VIP25,359.69
50618,383,2024-10-22,Completed,Paid Search,,757.47
50619,196,2024-09-28,Completed,Paid Search,,601.78
50620,364,2024-05-27,Completed,Paid Search,,206.98
50621,319,2024-08-06,Completed,Social,,219.99
50622,211,2025-09-29,Completed,Direct,WELCOME10,313.75
50623,37,2025-02-11,Completed,Referral,,372.9
50624,362,2024-07-21,Refunded,Organic,,645.79
50625,207,2024-05-22,Refunded,Organic,,317.75
50626,97,2024-08-03,Completed,Direct,,596.1800000000001
50627,371,2025-02-08,Completed,Paid Search,FREESHIP,965.63
50628,271,2025-03-22,Completed,Paid Search,WELCOME10,319.02000000000004
50629,125,2025-04-03,Completed,Organic,,989.35
50630,357,2025-06-19,Completed,Organic,VIP25,753.0200000000001
50631,155,2025-07-31,Completed,Email,,767.4
50632,145,2025-04-11,Completed,Paid Search,WELCOME10,463.39000000000004
50633,230,2024-01-24,Completed,Direct,,406.3
50634,365,2025-04-08,Completed,Organic,VIP25,289.6
50635,108,2024-10-27,Refunded,Paid Search,,179.79
50636,321,2025-02-13,Cancelled,Paid Search,,737.3199999999999
50637,377,2024-03-31,Completed,Direct,VIP25,785.02
50638,309,2024-04-06,Completed,Email,,728.59
50639,309,2025-01-25,Completed,Email,,110.03
50640,355,2024-06-28,Completed,Direct,WELCOME10,321.78
50641,137,2024-12-16,Completed,Paid Search,,286.43
50642,220,2024-06-03,Completed,Paid Search,,1298.7
50643,200,2024-04-23,Completed,Referral,FREESHIP,405.5
50644,399,2025-02-15,Completed,Organic,,99.8
50645,352,2025-04-08,Completed,Paid Search,WELCOME10,938.69
50646,330,2024-09-01,Completed,Email,,440.69
50647,1,2024-11-09,Completed,Direct,,911.1600000000001
50648,377,2024-10-16,Completed,Direct,,506.08000000000004
50649,32,2024-10-04,Completed,Paid Search,FREESHIP,754.5899999999999
50650,359,2024-06-27,Completed,Paid Search,,500.15
50651,79,2025-07-19,Completed,Referral,,137.04
50652,201,2024-10-05,Completed,Social,FREESHIP,115.15
50653,128,2024-09-13,Completed,Social,,747.3
50654,10,2024-10-06,Completed,Paid Search,,374.4
50655,330,2024-11-20,Completed,Social,WELCOME10,721.65
50656,116,2024-05-16,Completed,Direct,,342.40999999999997
50657,358,2024-10-26,Completed,Paid Search,SPRING15,260.8
50658,395,2025-05-25,Completed,Direct,,30.5
50659,9,2025-06-19,Completed,Social,WELCOME10,376.5
50660,42,2025-01-18,Completed,Paid Search,,272.92
50661,384,2024-02-18,Completed,Paid Search,,451.03
50662,33,2024-04-01,Completed,Organic,,119.86
50663,106,2025-07-06,Completed,Paid Search,,607.83
50664,218,2024-03-12,Completed,Paid Search,WELCOME10,158.59
50665,187,2024-05-08,Completed,Paid Search,,137.04
50666,348,2024-11-02,Completed,Paid Search,,624.0600000000001
50667,104,2025-04-18,Completed,Direct,,937.5
50668,318,2025-07-27,Completed,Direct,,359.55
50669,369,2024-04-14,Completed,Direct,SPRING15,261.45
50670,217,2025-06-07,Completed,Email,WELCOME10,599.21
50671,99,2024-01-20,Completed,Email,,408.36
50672,38,2025-05-03,Completed,Referral,,348.99
50673,67,2025-09-04,Completed,Direct,,525.36
50674,49,2024-12-13,Completed,Referral,,581.46
50675,84,2024-02-15,Completed,Referral,,269.92
50676,11,2025-03-05,Refunded,Email,,737.9300000000001
50677,278,2024-10-12,Cancelled,Email,WELCOME10,569.3100000000001
50678,179,2025-04-09,Completed,Social,WELCOME10,634.55
50679,35,2024-01-29,Completed,Social,WELCOME10,681.19
50680,76,2025-03-24,Completed,Direct,,496.99
50681,191,2024-12-08,Refunded,Direct,,414.66
50682,59,2024-12-06,Completed,Direct,,191.4
50683,229,2024-12-26,Completed,Organic,,238.31
50684,281,2025-09-02,Completed,Organic,,178.73000000000002
50685,129,2024-06-27,Completed,Social,,748.26
50686,153,2024-01-08,Completed,Paid Search,VIP25,472.78999999999996
50687,281,2025-03-23,Completed,Paid Search,VIP25,753.99
50688,367,2024-01-23,Completed,Email,WELCOME10,522.87
50689,114,2024-08-04,Refunded,Organic,,1067.3899999999999
50690,368,2024-04-01,Refunded,Referral,FREESHIP,522.4000000000001
50691,206,2025-02-16,Completed,Organic,,581.24
50692,281,2024-11-12,Completed,Referral,,357.03
50693,312,2025-08-24,Completed,Organic,WELCOME10,303.33
50694,213,2025-02-14,Completed,Organic,VIP25,491.28000000000003
50695,215,2024-02-05,Completed,Organic,SPRING15,741.4100000000001
50696,329,2024-09-15,Completed,Social,,99.8
50697,270,2024-12-26,Completed,Organic,SPRING15,861.26
50698,178,2025-06-15,Completed,Email,,286.83000000000004
50699,55,2024-07-09,Completed,Paid Search,,33.93
50700,372,2024-05-21,Completed,Organic,,646.54
50701,47,2025-06-24,Completed,Organic,,1111.81
50702,59,2025-09-12,Completed,Email,,644.97
50703,249,2024-01-11,Completed,Organic,,1158.56
50704,345,2025-08-13,Completed,Referral,SPRING15,817.76
50705,37,2025-09-09,Completed,Email,,242.04999999999998
50706,354,2024-03-20,Cancelled,Direct,,469.58000000000004
50707,261,2024-04-14,Completed,Organic,SPRING15,715.56
50708,100,2025-09-15,Completed,Direct,,102.97999999999999
50709,68,2024-11-11,Completed,Organic,,440.75000000000006
50710,300,2025-01-18,Cancelled,Paid Search,WELCOME10,313.68
50711,260,2024-10-21,Completed,Organic,VIP25,534.16
50712,303,2024-09-07,Cancelled,Paid Search,WELCOME10,425.49
50713,26,2025-02-13,Completed,Paid Search,FREESHIP,287.21000000000004
50714,155,2024-09-24,Completed,Direct,SPRING15,353.98
50715,361,2024-09-04,Completed,Email,SPRING15,352.5
50716,393,2024-02-24,Completed,Direct,WELCOME10,587.52
50717,118,2025-04-24,Completed,Email,,365.96
50718,293,2025-02-05,Completed,Social,WELCOME10,239.83
50719,38,2024-12-08,Completed,Social,WELCOME10,595.95
50720,38,2024-05-04,Cancelled,Social,WELCOME10,551.58
50721,134,2025-06-03,Completed,Social,,673.57
50722,376,2024-12-22,Completed,Email,WELCOME10,1031.89
50723,259,2024-02-16,Completed,Organic,,812.97
50724,165,2024-05-21,Completed,Referral,,405.4
50725,75,2025-09-12,Completed,Paid Search,WELCOME10,516.85
50726,221,2024-05-27,Completed,Email,,479.29999999999995
50727,399,2024-05-20,Completed,Organic,,199.68
50728,146,2025-01-02,Completed,Organic,,329.21999999999997
50729,31,2024-04-02,Completed,Organic,VIP25,234.75
50730,150,2025-05-31,Completed,Email,,453.26
50731,374,2025-07-11,Completed,Paid Search,,433.78000000000003
50732,114,2025-08-10,Completed,Email,,1049.24
50733,48,2024-10-14,Completed,Social,,436.81000000000006
50734,62,2025-01-13,Completed,Organic,SPRING15,109.74
50735,44,2025-04-17,Completed,Direct,,101.93
50736,30,2025-09-27,Completed,Direct,VIP25,179.79
50737,333,2024-06-18,Cancelled,Direct,,374.96000000000004
50738,327,2025-08-29,Refunded,Social,VIP25,928.2700000000001
50739,79,2024-10-28,Completed,Social,WELCOME10,865.39
50740,89,2025-04-21,Cancelled,Paid Search,,345.45000000000005
50741,147,2024-08-16,Completed,Organic,WELCOME10,1072.8400000000001
50742,308,2025-04-03,Completed,Organic,,29.05
50743,336,2024-08-01,Completed,Referral,VIP25,620.85
50744,161,2025-02-07,Completed,Paid Search,,626.01
50745,155,2024-10-30,Completed,Email,WELCOME10,200.53
50746,188,2024-05-14,Completed,Paid Search,SPRING15,1047.03
50747,399,2025-01-29,Completed,Paid Search,VIP25,700.37
50748,186,2025-01-30,Completed,Organic,,223.45999999999998
50749,238,2024-05-14,Completed,Social,,887.02
50750,47,2025-02-14,Completed,Direct,SPRING15,455.93
50751,68,2024-11-26,Completed,Organic,,248.72
50752,24,2025-07-27,Completed,Social,,860.8199999999999
50753,327,2024-08-22,Completed,Paid Search,WELCOME10,796.3300000000002
50754,231,2025-03-20,Completed,Paid Search,,558.95
50755,297,2025-07-09,Refunded,Paid Search,,1181.47
50756,244,2025-06-07,Completed,Social,,482.99
50757,335,2025-03-11,Completed,Direct,,873.12
50758,199,2024-09-02,Completed,Referral,,1023.5600000000001
50759,49,2025-02-13,Completed,Social,,242.54000000000002
50760,348,2025-07-03,Completed,Direct,,361.5
50761,250,2024-03-24,Refunded,Referral,SPRING15,851.4200000000001
50762,271,2024-04-08,Completed,Organic,VIP25,1296.57
50763,371,2024-03-19,Completed,Paid Search,,69.88
50764,213,2025-06-05,Completed,Social,,449.0
50765,13,2024-07-05,Completed,Referral,,990.12
50766,66,2024-10-20,Completed,Social,,80.31
50767,78,2024-06-02,Completed,Organic,SPRING15,378.45
50768,66,2025-05-12,Completed,Organic,,183.64
50769,115,2024-09-06,Completed,Direct,SPRING15,170.12
50770,44,2025-04-06,Completed,Direct,,834.48
50771,142,2025-02-28,Completed,Email,,392.32
50772,259,2024-12-25,Refunded,Email,WELCOME10,448.01
50773,391,2024-04-01,Completed,Direct,,452.24
50774,180,2024-03-27,Completed,Organic,VIP25,109.87
50775,154,2025-09-29,Completed,Email,WELCOME10,369.68
50776,283,2024-07-03,Completed,Referral,FREESHIP,296.66
50777,283,2024-10-21,Refunded,Organic,,685.12
50778,136,2025-01-20,Completed,Paid Search,SPRING15,206.98
50779,302,2024-08-30,Completed,Social,WELCOME10,909.55
50780,154,2024-07-05,Completed,Organic,SPRING15,554.89
50781,270,2025-03-18,Completed,Email,VIP25,1041.35
50782,153,2024-04-19,Completed,Organic,WELCOME10,346.24
50783,170,2024-07-12,Completed,Email,WELCOME10,878.22
50784,338,2025-04-26,Completed,Social,,1102.6
50785,234,2024-06-02,Completed,Referral,,583.5
50786,283,2025-01-15,Completed,Paid Search,,244.57999999999998
50787,68,2024-01-18,Completed,Paid Search,,392.14
50788,327,2024-07-27,Completed,Organic,,748.3
50789,158,2025-09-18,Refunded,Paid Search,,1078.3200000000002
50790,82,2024-01-11,Completed,Organic,VIP25,617.1
50791,202,2025-08-21,Completed,Social,,494.21999999999997
50792,266,2024-08-10,Cancelled,Social,,987.3000000000001
50793,269,2024-06-02,Completed,Organic,WELCOME10,701.5600000000001
50794,338,2024-08-08,Completed,Paid Search,WELCOME10,556.8900000000001
50795,269,2024-01-05,Completed,Social,WELCOME10,555.34
50796,250,2025-08-25,Completed,Social,SPRING15,511.11
50797,172,2024-12-22,Completed,Paid Search,VIP25,719.0899999999999
50798,216,2024-02-23,Completed,Social,,556.56
50799,245,2024-06-29,Completed,Direct,,393.05
50800,42,2024-04-28,Completed,Paid Search,,264.62
50801,323,2024-11-13,Cancelled,Organic,SPRING15,404.93
50802,171,2025-01-22,Completed,Paid Search,,558.98
50803,346,2025-03-31,Completed,Referral,,338.62
50804,230,2024-06-17,Completed,Social,,1118.3200000000002
50805,348,2024-06-16,Completed,Direct,,577.55
50806,149,2025-07-17,Completed,Email,,29.05
50807,399,2025-07-23,Completed,Direct,,29.05
50808,12,2025-09-05,Completed,Referral,SPRING15,63.98
50809,80,2024-07-12,Completed,Paid Search,,291.52
50810,210,2024-03-16,Completed,Social,FREESHIP,626.24
50811,155,2025-07-01,Completed,Organic,FREESHIP,146.66
50812,271,2025-01-15,Completed,Email,WELCOME10,301.29
50813,72,2024-05-28,Completed,Organic,,501.34000000000003
50814,222,2024-01-13,Completed,Direct,,34.28
50815,52,2025-08-30,Completed,Paid Search,WELCOME10,498.37
50816,323,2024-03-06,Completed,Referral,,386.74
50817,29,2025-03-27,Refunded,Organic,,664.04
50818,261,2024-06-23,Cancelled,Organic,SPRING15,491.93
50819,164,2024-11-12,Completed,Organic,WELCOME10,412.72
50820,226,2025-08-27,Completed,Paid Search,,691.99
50821,226,2025-07-01,Completed,Social,WELCOME10,812.55
50822,183,2025-04-05,Completed,Organic,WELCOME10,176.37
50823,284,2024-07-01,Completed,Paid Search,VIP25,370.73
50824,301,2024-09-30,Completed,Paid Search,,357.83000000000004
50825,96,2025-07-30,Completed,Direct,VIP25,149.7
50826,124,2024-09-16,Completed,Referral,,1345.69
50827,187,2024-05-08,Completed,Direct,WELCOME10,119.86
50828,51,2024-01-08,Completed,Paid Search,SPRING15,123.54
50829,331,2024-05-24,Completed,Social,,713.36
50830,386,2025-04-20,Completed,Email,,290.73
50831,218,2024-07-12,Refunded,Social,WELCOME10,433.15
50832,14,2024-07-17,Completed,Organic,,557.1899999999999
50833,360,2025-02-20,Completed,Email,,488.19
50834,108,2025-07-11,Completed,Direct,,402.8
50835,113,2024-02-27,Completed,Direct,,1291.44
50836,8,2025-02-02,Completed,Social,,753.13
50837,353,2024-11-24,Refunded,Direct,,596.12
50838,244,2024-06-16,Completed,Paid Search,,504.09
50839,391,2024-07-09,Refunded,Paid Search,,511.11
50840,312,2025-09-24,Completed,Organic,,756.14
50841,99,2024-12-08,Completed,Paid Search,WELCOME10,334.94
50842,342,2025-03-17,Completed,Direct,,476.45000000000005
50843,28,2024-06-27,Completed,Direct,,780.56
50844,252,2024-05-09,Completed,Organic,,66.86
50845,323,2024-09-11,Cancelled,Paid Search,WELCOME10,1070.04
50846,127,2024-05-26,Completed,Paid Search,SPRING15,435.58000000000004
50847,130,2024-09-03,Completed,Direct,,858.3199999999999
50848,153,2024-08-09,Completed,Referral,,307.49
50849,113,2024-01-30,Completed,Referral,,57.63
50850,225,2024-01-22,Refunded,Organic,,231.04000000000002
50851,76,2025-07-25,Completed,Paid Search,WELCOME10,96.91
50852,218,2024-07-08,Completed,Social,,311.21
50853,92,2025-07-28,Completed,Paid Search,,738.95
50854,168,2024-07-04,Completed,Social,FREESHIP,133.72
50855,334,2025-07-21,Completed,Referral,VIP25,484.76
50856,40,2025-08-09,Completed,Email,,410.27
50857,57,2024-06-05,Completed,Referral,WELCOME10,319.74
50858,385,2025-04-15,Refunded,Social,,649.96
50859,99,2024-07-14,Completed,Social,WELCOME10,514.69
50860,162,2025-04-21,Completed,Email,SPRING15,446.87
50861,19,2024-02-27,Completed,Organic,,641.85
50862,268,2025-01-11,Completed,Organic,SPRING15,343.49
50863,132,2024-02-28,Completed,Organic,,754.6
50864,273,2025-05-12,Cancelled,Referral,,243.5
50865,135,2025-05-18,Completed,Organic,,758.1600000000001
50866,140,2025-09-17,Completed,Organic,FREESHIP,207.88
50867,315,2024-10-04,Completed,Organic,,90.17
50868,249,2025-03-11,Completed,Organic,,453.39
50869,385,2024-06-29,Completed,Email,,1035.02
50870,187,2024-02-19,Completed,Referral,,282.34000000000003
50871,215,2024-01-16,Cancelled,Social,,359.90999999999997
50872,9,2025-04-21,Completed,Direct,,370.36
50873,226,2024-11-21,Completed,Social,SPRING15,16.48
50874,367,2024-01-09,Completed,Referral,,376.27000000000004
50875,203,2025-09-27,Completed,Organic,VIP25,643.97
50876,321,2025-08-09,Completed,Email,SPRING15,133.72
50877,94,2024-11-26,Completed,Paid Search,WELCOME10,259.65
50878,52,2024-12-05,Completed,Paid Search,,590.49
50879,95,2024-09-07,Completed,Social,,684.26
50880,331,2024-05-25,Completed,Social,FREESHIP,99.8
50881,286,2024-08-27,Completed,Organic,FREESHIP,176.37
50882,48,2024-06-17,Completed,Direct,,275.37
50883,45,2025-02-24,Completed,Social,WELCOME10,232.37
50884,329,2024-11-06,Completed,Email,,893.98
50885,264,2024-09-16,Completed,Social,,517.84
50886,107,2025-06-25,Completed,Paid Search,,904.7099999999999
50887,319,2024-06-20,Completed,Organic,FREESHIP,173.76
50888,21,2025-02-28,Completed,Organic,,489.6
50889,270,2025-07-08,Completed,Paid Search,VIP25,562.0799999999999
50890,378,2025-03-25,Completed,Social,,29.05
50891,23,2024-09-01,Completed,Paid Search,WELCOME10,62.69
50892,45,2024-02-26,Completed,Organic,VIP25,646.19
50893,190,2024-06-20,Completed,Email,,138.23000000000002
50894,359,2024-07-09,Completed,Organic,SPRING15,662.55
50895,231,2024-06-29,Completed,Referral,,478.86
50896,364,2024-09-08,Refunded,Direct,,220.87
50897,213,2024-05-03,Completed,Organic,,603.5699999999999
50898,397,2025-07-06,Completed,Organic,,15.07
50899,270,2025-09-02,Refunded,Organic,,103.94
50900,56,2024-08-04,Completed,Paid Search,SPRING15,1032.13
50901,62,2025-01-24,Completed,Organic,,1274.48
50902,238,2024-05-25,Completed,Organic,WELCOME10,475.54
50903,28,2024-01-09,Completed,Organic,,1057.4099999999999
50904,159,2024-05-01,Completed,Direct,SPRING15,73.54
50905,352,2024-11-08,Completed,Social,VIP25,897.24
50906,284,2024-09-14,Completed,Paid Search,,336.21000000000004
50907,175,2024-09-10,Completed,Referral,,1037.25
50908,271,2025-02-01,Completed,Organic,VIP25,679.8299999999999
50909,77,2024-03-08,Completed,Paid Search,,311.82
50910,232,2025-03-11,Completed,Direct,SPRING15,644.64
50911,156,2025-02-19,Refunded,Organic,VIP25,451.05
50912,329,2024-08-15,Completed,Organic,,296.68
50913,188,2024-07-06,Completed,Social,FREESHIP,73.54
50914,158,2024-12-02,Completed,Social,,233.81
50915,165,2024-03-19,Completed,Organic,,350.45
50916,190,2025-05-25,Completed,Organic,,903.71
50917,23,2024-04-20,Completed,Direct,,787.03
50918,36,2024-07-28,Completed,Organic,,400.52
50919,248,2024-10-15,Completed,Paid Search,,319.74
50920,151,2025-09-02,Completed,Direct,WELCOME10,209.24
50921,191,2025-04-25,Completed,Direct,,507.65
50922,280,2024-03-21,Completed,Paid Search,,565.79
50923,106,2024-07-12,Completed,Direct,,198.92000000000002
50924,395,2024-12-17,Completed,Social,,740.5
50925,276,2024-01-20,Refunded,Social,,200.57999999999998
50926,203,2024-08-29,Completed,Paid Search,SPRING15,257.14
50927,103,2024-05-06,Completed,Social,,802.09
50928,283,2025-09-22,Cancelled,Direct,,211.35
50929,15,2024-02-20,Completed,Organic,,190.32999999999998
50930,16,2024-01-17,Cancelled,Social,,289.84
50931,134,2024-12-14,Completed,Email,,363.14
50932,3,2024-05-09,Completed,Email,,372.32
50933,56,2024-03-05,Completed,Direct,,176.1
50934,301,2025-03-14,Completed,Organic,,462.57
50935,332,2024-08-09,Completed,Paid Search,SPRING15,417.2
50936,281,2024-06-02,Cancelled,Organic,,469.76
50937,255,2024-01-29,Completed,Social,WELCOME10,700.39
50938,316,2024-03-30,Completed,Paid Search,,780.58
50939,324,2025-09-03,Completed,Organic,SPRING15,837.6099999999999
50940,385,2024-12-23,Completed,Email,,439.99
50941,309,2025-03-26,Completed,Paid Search,,207.31
50942,314,2025-06-16,Refunded,Paid Search,WELCOME10,1058.42
50943,138,2025-06-27,Completed,Paid Search,,1605.1
50944,140,2025-06-02,Completed,Paid Search,VIP25,313.92
50945,153,2025-09-27,Completed,Referral,,417.16
50946,217,2024-08-06,Refunded,Paid Search,FREESHIP,710.27
50947,241,2024-09-11,Completed,Direct,,289.56
50948,269,2024-09-26,Completed,Social,WELCOME10,1344.4
50949,34,2024-12-09,Completed,Organic,SPRING15,716.0699999999999
50950,184,2025-05-18,Completed,Organic,,764.73
50951,324,2025-05-03,Completed,Social,WELCOME10,998.04
50952,175,2025-03-27,Completed,Direct,,346.34000000000003
50953,385,2024-08-09,Completed,Paid Search,WELCOME10,119.86
50954,2,2025-08-17,Refunded,Organic,,644.73
50955,40,2024-05-06,Completed,Direct,SPRING15,229.16
50956,210,2024-10-10,Completed,Direct,SPRING15,203.17
50957,258,2024-08-29,Completed,Social,VIP25,719.87
50958,245,2024-08-10,Completed,Email,SPRING15,353.97
50959,187,2025-05-29,Completed,Email,,343.9
50960,265,2024-10-03,Completed,Organic,,779.76
50961,70,2024-03-09,Completed,Organic,,567.2800000000001
50962,123,2024-01-10,Completed,Paid Search,SPRING15,152.82
50963,344,2025-02-10,Completed,Direct,SPRING15,313.92
50964,196,2025-05-24,Completed,Paid Search,SPRING15,590.34
50965,283,2024-02-26,Completed,Organic,,211.44
50966,58,2025-05-06,Cancelled,Direct,SPRING15,894.34
50967,379,2024-04-17,Completed,Paid Search,,427.15
50968,79,2024-01-21,Completed,Direct,,428.1
50969,364,2025-04-28,Completed,Direct,,750.1400000000001
50970,388,2025-05-27,Completed,Social,VIP25,815.9
50971,37,2024-01-08,Refunded,Direct,,671.41
50972,344,2025-09-03,Cancelled,Direct,,304.3
50973,303,2025-03-12,Completed,Social,,395.86000000000007
50974,324,2025-02-08,Refunded,Direct,,649.05
50975,394,2024-04-19,Completed,Referral,,206.57000000000002
50976,329,2025-01-01,Refunded,Social,,125.66
50977,198,2025-01-24,Completed,Organic,,236.88
50978,154,2025-02-06,Completed,Organic,,428.75
50979,241,2024-05-09,Refunded,Direct,VIP25,424.66999999999996
50980,298,2024-02-04,Completed,Direct,,612.63
50981,181,2025-03-25,Completed,Paid Search,WELCOME10,104.91
50982,178,2024-11-22,Completed,Direct,,61.0
50983,83,2024-01-09,Completed,Direct,,341.82
50984,266,2024-05-09,Completed,Paid Search,VIP25,282.52
50985,316,2025-02-06,Refunded,Organic,WELCOME10,484.87
50986,251,2024-08-05,Completed,Organic,WELCOME10,333.19
