order_id,product_id,quantity,unit_price,unit_cost
50296,1028,2,86.55,73.13
50296,1015,1,40.83,26.09
50296,1031,2,30.5,24.61
50297,1010,3,11.69,7.37
50298,1038,1,109.74,83.69
50298,1027,2,96.91,64.14
50299,1011,3,174.67,116.54
50299,1024,2,73.33,57.45
50300,1037,2,19.21,16.23
50300,1018,1,63.98,54.67
50301,1028,1,86.55,73.13
50301,1024,2,73.33,57.45
50302,1023,2,61.77,47.13
50302,1017,1,80.92,65.35
50303,1003,2,115.15,73.85
50303,1013,3,45.68,29.42
50303,1017,2,80.92,65.35
50303,1036,1,59.93,40.03
50303,1027,2,96.91,64.14
50304,1003,3,115.15,73.85
50304,1031,3,30.5,24.61
50304,1030,2,112.12,74.87
50304,1024,2,73.33,57.45
50304,1017,1,80.92,65.35
50305,1030,1,112.12,74.87
50305,1033,2,173.12,114.12
50306,1000,3,57.92,48.07
50307,1022,1,58.79,38.6
50307,1004,2,29.05,22.94
50307,1033,2,173.12,114.12
50308,1001,3,156.96,114.33
50308,1014,3,36.77,25.91
50308,1015,3,40.83,26.09
50309,1013,2,45.68,29.42
50309,1005,3,33.22,22.94
50310,1033,3,173.12,114.12
50310,1002,1,103.94,89.18
50310,1016,2,47.58,39.99
50310,1034,1,170.37,116.05
50311,1009,3,106.58,86.43
50311,1023,3,61.77,47.13
50312,1001,3,156.96,114.33
50312,1022,2,58.79,38.6
50312,1036,1,59.93,40.03
50312,1031,2,30.5,24.61
50313,1021,2,26.77,21.04
50313,1026,3,33.93,27.96
50313,1032,2,14.38,12.48
50314,1037,3,19.21,16.23
50314,1001,2,156.96,114.33
50315,1037,3,19.21,16.23
50315,1032,2,14.38,12.48
50315,1003,3,115.15,73.85
50316,1001,2,156.96,114.33
50316,1030,2,112.12,74.87
50316,1021,2,26.77,21.04
50316,1015,2,40.83,26.09
50316,1023,3,61.77,47.13
50317,1028,2,86.55,73.13
50317,1029,3,16.48,10.34
50318,1006,1,15.07,11.68
50318,1019,1,49.9,38.49
50318,1029,2,16.48,10.34
50318,1004,1,29.05,22.94
50318,1008,3,103.49,74.13
50319,1035,1,144.8,97.97
50319,1029,1,16.48,10.34
50320,1032,3,14.38,12.48
50320,1001,3,156.96,114.33
50320,1011,1,174.67,116.54
50320,1016,3,47.58,39.99
50321,1034,3,170.37,116.05
50321,1009,3,106.58,86.43
50321,1039,1,66.86,55.62
50322,1017,1,80.92,65.35
50322,1001,3,156.96,114.33
50322,1018,3,63.98,54.67
50322,1021,3,26.77,21.04
50323,1034,2,170.37,116.05
50323,1012,3,158.43,100.73
50324,1024,3,73.33,57.45
50324,1026,1,33.93,27.96
50324,1032,3,14.38,12.48
50325,1032,1,14.38,12.48
50325,1007,1,144.78,104.61
50325,1008,1,103.49,74.13
50325,1036,2,59.93,40.03
50325,1012,3,158.43,100.73
50326,1039,1,66.86,55.62
50326,1034,2,170.37,116.05
50326,1024,1,73.33,57.45
50326,1014,2,36.77,25.91
50326,1010,1,11.69,7.37
50327,1004,2,29.05,22.94
50327,1007,2,144.78,104.61
50328,1003,3,115.15,73.85
50328,1012,1,158.43,100.73
50329,1008,1,103.49,74.13
50329,1018,2,63.98,54.67
50329,1015,3,40.83,26.09
50330,1009,3,106.58,86.43
50331,1025,3,132.87,95.3
50331,1020,3,99.84,75.36
50331,1022,2,58.79,38.6
50331,1004,1,29.05,22.94
50332,1014,2,36.77,25.91
50332,1010,2,11.69,7.37
50332,1023,1,61.77,47.13
50332,1003,3,115.15,73.85
50333,1017,1,80.92,65.35
50333,1018,3,63.98,54.67
50334,1001,1,156.96,114.33
50334,1018,2,63.98,54.67
50335,1001,3,156.96,114.33
50335,1008,1,103.49,74.13
50335,1021,2,26.77,21.04
50335,1019,1,49.9,38.49
50336,1013,1,45.68,29.42
50336,1021,3,26.77,21.04
50337,1011,2,174.67,116.54
50337,1013,3,45.68,29.42
50337,1025,2,132.87,95.3
50337,1039,2,66.86,55.62
50338,1022,1,58.79,38.6
50338,1003,3,115.15,73.85
50338,1008,1,103.49,74.13
50338,1009,2,106.58,86.43
50338,1018,1,63.98,54.67
50339,1019,3,49.9,38.49
50339,1027,2,96.91,64.14
50340,1012,3,158.43,100.73
50340,1026,2,33.93,27.96
50340,1011,2,174.67,116.54
50340,1028,2,86.55,73.13
50340,1030,3,112.12,74.87
50341,1028,1,86.55,73.13
50341,1014,3,36.77,25.91
50342,1001,3,156.96,114.33
50342,1030,1,112.12,74.87
50343,1014,2,36.77,25.91
50343,1029,3,16.48,10.34
50343,1038,1,109.74,83.69
50343,1010,3,11.69,7.37
50343,1017,1,80.92,65.35
50344,1034,3,170.37,116.05
50345,1034,2,170.37,116.05
50346,1028,3,86.55,73.13
50346,1012,2,158.43,100.73
50346,1034,3,170.37,116.05
50347,1039,3,66.86,55.62
50347,1019,1,49.9,38.49
50348,1017,2,80.92,65.35
50349,1029,1,16.48,10.34
50349,1022,3,58.79,38.6
50349,1009,2,106.58,86.43
50349,1012,2,158.43,100.73
50349,1039,3,66.86,55.62
50350,1007,1,144.78,104.61
50350,1009,3,106.58,86.43
50350,1023,3,61.77,47.13
50350,1028,2,86.55,73.13
50351,1027,2,96.91,64.14
50351,1039,2,66.86,55.62
50351,1005,3,33.22,22.94
50351,1036,2,59.93,40.03
50352,1030,2,112.12,74.87
50352,1008,1,103.49,74.13
50352,1039,1,66.86,55.62
50353,1017,1,80.92,65.35
50353,1015,1,40.83,26.09
50353,1038,3,109.74,83.69
50354,1022,3,58.79,38.6
50354,1017,2,80.92,65.35
50354,1037,2,19.21,16.23
50355,1031,3,30.5,24.61
50355,1036,1,59.93,40.03
50355,1030,2,112.12,74.87
50355,1015,2,40.83,26.09
50356,1005,1,33.22,22.94
50356,1015,1,40.83,26.09
50357,1010,2,11.69,7.37
50358,1007,3,144.78,104.61
50359,1011,1,174.67,116.54
50359,1025,3,132.87,95.3
50359,1024,1,73.33,57.45
50359,1008,3,103.49,74.13
50359,1018,1,63.98,54.67
50360,1007,1,144.78,104.61
50360,1008,1,103.49,74.13
50360,1039,1,66.86,55.62
50361,1024,3,73.33,57.45
50361,1000,3,57.92,48.07
50361,1007,3,144.78,104.61
50362,1009,3,106.58,86.43
50363,1038,2,109.74,83.69
50364,1027,2,96.91,64.14
50364,1020,3,99.84,75.36
50365,1018,1,63.98,54.67
50365,1000,1,57.92,48.07
50365,1010,2,11.69,7.37
50365,1013,1,45.68,29.42
50366,1034,2,170.37,116.05
50366,1006,2,15.07,11.68
50366,1036,2,59.93,40.03
50366,1010,2,11.69,7.37
50366,1012,2,158.43,100.73
50367,1016,3,47.58,39.99
50367,1033,3,173.12,114.12
50367,1007,1,144.78,104.61
50367,1024,2,73.33,57.45
50367,1034,1,170.37,116.05
50368,1004,2,29.05,22.94
50368,1000,1,57.92,48.07
50368,1011,3,174.67,116.54
50368,1030,2,112.12,74.87
50368,1022,3,58.79,38.6
50369,1004,3,29.05,22.94
50369,1010,3,11.69,7.37
50369,1011,3,174.67,116.54
50369,1029,2,16.48,10.34
50370,1009,3,106.58,86.43
50370,1026,2,33.93,27.96
50370,1013,2,45.68,29.42
50370,1034,2,170.37,116.05
50371,1006,3,15.07,11.68
50371,1037,1,19.21,16.23
50371,1016,2,47.58,39.99
50372,1014,2,36.77,25.91
50372,1020,3,99.84,75.36
50372,1031,2,30.5,24.61
50373,1002,3,103.94,89.18
50373,1024,2,73.33,57.45
50374,1026,1,33.93,27.96
50374,1027,1,96.91,64.14
50375,1004,2,29.05,22.94
50376,1026,3,33.93,27.96
50377,1002,3,103.94,89.18
50377,1032,1,14.38,12.48
50378,1027,1,96.91,64.14
50378,1034,2,170.37,116.05
50378,1002,2,103.94,89.18
50378,1006,1,15.07,11.68
50379,1036,2,59.93,40.03
50379,1038,1,109.74,83.69
50379,1019,3,49.9,38.49
50380,1021,1,26.77,21.04
50380,1031,1,30.5,24.61
50381,1000,2,57.92,48.07
50381,1035,1,144.8,97.97
50382,1009,2,106.58,86.43
50382,1030,3,112.12,74.87
50382,1011,3,174.67,116.54
50382,1036,3,59.93,40.03
50382,1012,1,158.43,100.73
50383,1020,2,99.84,75.36
50383,1009,3,106.58,86.43
50384,1012,3,158.43,100.73
50385,1017,2,80.92,65.35
50385,1002,3,103.94,89.18
50386,1033,1,173.12,114.12
50387,1018,1,63.98,54.67
50388,1024,3,73.33,57.45
50388,1036,2,59.93,40.03
50388,1019,1,49.9,38.49
50388,1011,1,174.67,116.54
50389,1033,3,173.12,114.12
50389,1010,2,11.69,7.37
50390,1005,3,33.22,22.94
50390,1034,3,170.37,116.05
50390,1033,3,173.12,114.12
50391,1033,3,173.12,114.12
50391,1036,3,59.93,40.03
50391,1001,1,156.96,114.33
50391,1008,2,103.49,74.13
50391,1006,2,15.07,11.68
50392,1030,1,112.12,74.87
50392,1023,1,61.77,47.13
50393,1020,3,99.84,75.36
50393,1023,3,61.77,47.13
50394,1015,2,40.83,26.09
50395,1015,2,40.83,26.09
50396,1007,1,144.78,104.61
50396,1006,2,15.07,11.68
50396,1014,3,36.77,25.91
50396,1016,1,47.58,39.99
50396,1023,1,61.77,47.13
50397,1012,3,158.43,100.73
50397,1027,2,96.91,64.14
50397,1036,3,59.93,40.03
50397,1013,3,45.68,29.42
50397,1035,1,144.8,97.97
50398,1014,1,36.77,25.91
50398,1038,1,109.74,83.69
50399,1022,3,58.79,38.6
50400,1024,3,73.33,57.45
50400,1036,3,59.93,40.03
50401,1001,3,156.96,114.33
50401,1036,3,59.93,40.03
50401,1006,2,15.07,11.68
50401,1015,3,40.83,26.09
50402,1033,2,173.12,114.12
50402,1029,2,16.48,10.34
50402,1010,2,11.69,7.37
50403,1015,3,40.83,26.09
50404,1023,2,61.77,47.13
50404,1020,3,99.84,75.36
50404,1027,3,96.91,64.14
50405,1020,3,99.84,75.36
50406,1034,1,170.37,116.05
50406,1021,3,26.77,21.04
50406,1023,1,61.77,47.13
50407,1000,2,57.92,48.07
50407,1035,1,144.8,97.97
50407,1019,2,49.9,38.49
50407,1010,3,11.69,7.37
50407,1003,3,115.15,73.85
50408,1029,1,16.48,10.34
50408,1028,3,86.55,73.13
50408,1003,3,115.15,73.85
50408,1024,2,73.33,57.45
50408,1037,2,19.21,16.23
50409,1027,1,96.91,64.14
50409,1017,1,80.92,65.35
50409,1012,3,158.43,100.73
50409,1014,2,36.77,25.91
50410,1022,3,58.79,38.6
50410,1011,1,174.67,116.54
50410,1009,2,106.58,86.43
50411,1031,2,30.5,24.61
50412,1038,1,109.74,83.69
50412,1017,3,80.92,65.35
50412,1033,1,173.12,114.12
50413,1000,3,57.92,48.07
50414,1013,2,45.68,29.42
50414,1019,3,49.9,38.49
50415,1003,1,115.15,73.85
50415,1020,2,99.84,75.36
50415,1023,1,61.77,47.13
50415,1025,2,132.87,95.3
50415,1032,3,14.38,12.48
50416,1002,2,103.94,89.18
50416,1032,1,14.38,12.48
50417,1023,3,61.77,47.13
50417,1014,2,36.77,25.91
50417,1034,3,170.37,116.05
50417,1030,3,112.12,74.87
50418,1016,1,47.58,39.99
50419,1024,3,73.33,57.45
50419,1013,1,45.68,29.42
50419,1003,3,115.15,73.85
50419,1020,1,99.84,75.36
50420,1012,3,158.43,100.73
50420,1001,2,156.96,114.33
50420,1039,2,66.86,55.62
50420,1033,2,173.12,114.12
50421,1018,2,63.98,54.67
50421,1002,2,103.94,89.18
50421,1008,3,103.49,74.13
50421,1039,2,66.86,55.62
50421,1009,1,106.58,86.43
50422,1038,2,109.74,83.69
50422,1017,1,80.92,65.35
50422,1039,1,66.86,55.62
50422,1008,3,103.49,74.13
50423,1039,3,66.86,55.62
50423,1015,2,40.83,26.09
50424,1006,3,15.07,11.68
50424,1019,3,49.9,38.49
50424,1020,3,99.84,75.36
50425,1015,2,40.83,26.09
50426,1010,1,11.69,7.37
50426,1020,3,99.84,75.36
50426,1035,2,144.8,97.97
50426,1000,3,57.92,48.07
50427,1025,2,132.87,95.3
50427,1026,3,33.93,27.96
50427,1032,2,14.38,12.48
50428,1012,3,158.43,100.73
50428,1003,2,115.15,73.85
50428,1021,1,26.77,21.04
50429,1029,1,16.48,10.34
50429,1009,3,106.58,86.43
50430,1020,3,99.84,75.36
50430,1000,3,57.92,48.07
50430,1024,2,73.33,57.45
50431,1007,2,144.78,104.61
50431,1024,3,73.33,57.45
50431,1020,3,99.84,75.36
50431,1000,1,57.92,48.07
50432,1011,3,174.67,116.54
50432,1002,3,103.94,89.18
50432,1036,2,59.93,40.03
50433,1004,3,29.05,22.94
50433,1019,3,49.9,38.49
50433,1012,3,158.43,100.73
50434,1019,1,49.9,38.49
50434,1033,1,173.12,114.12
50434,1028,3,86.55,73.13
50434,1006,1,15.07,11.68
50434,1011,3,174.67,116.54
50435,1031,2,30.5,24.61
50435,1007,1,144.78,104.61
50435,1003,2,115.15,73.85
50435,1011,2,174.67,116.54
50435,1024,2,73.33,57.45
50436,1000,1,57.92,48.07
50436,1004,2,29.05,22.94
50436,1009,2,106.58,86.43
50436,1006,1,15.07,11.68
50437,1003,2,115.15,73.85
50437,1026,3,33.93,27.96
50437,1033,3,173.12,114.12
50437,1002,3,103.94,89.18
50438,1025,1,132.87,95.3
50438,1000,2,57.92,48.07
50438,1006,3,15.07,11.68
50438,1037,3,19.21,16.23
50438,1035,3,144.8,97.97
50439,1018,3,63.98,54.67
50439,1014,1,36.77,25.91
50439,1025,1,132.87,95.3
50439,1024,2,73.33,57.45
50440,1033,3,173.12,114.12
50440,1014,2,36.77,25.91
50440,1036,1,59.93,40.03
50440,1034,3,170.37,116.05
50441,1019,1,49.9,38.49
50441,1013,3,45.68,29.42
50441,1000,2,57.92,48.07
50442,1020,1,99.84,75.36
50442,1021,1,26.77,21.04
50442,1019,3,49.9,38.49
50442,1024,2,73.33,57.45
50442,1009,2,106.58,86.43
50443,1022,3,58.79,38.6
50444,1025,1,132.87,95.3
50445,1000,1,57.92,48.07
50445,1006,2,15.07,11.68
50445,1004,2,29.05,22.94
50446,1012,1,158.43,100.73
50446,1038,1,109.74,83.69
50446,1005,3,33.22,22.94
50446,1027,3,96.91,64.14
50447,1027,1,96.91,64.14
50448,1005,1,33.22,22.94
50448,1029,1,16.48,10.34
50448,1004,2,29.05,22.94
50448,1025,3,132.87,95.3
50448,1027,1,96.91,64.14
50449,1032,2,14.38,12.48
50449,1028,2,86.55,73.13
50449,1022,3,58.79,38.6
50449,1024,2,73.33,57.45
50450,1011,3,174.67,116.54
50450,1001,3,156.96,114.33
50451,1025,1,132.87,95.3
50451,1007,2,144.78,104.61
50452,1037,2,19.21,16.23
50452,1003,2,115.15,73.85
50452,1031,2,30.5,24.61
50452,1027,2,96.91,64.14
50453,1024,2,73.33,57.45
50453,1031,3,30.5,24.61
50453,1037,3,19.21,16.23
50454,1021,2,26.77,21.04
50454,1012,1,158.43,100.73
50454,1019,1,49.9,38.49
50454,1016,2,47.58,39.99
50455,1006,1,15.07,11.68
50455,1034,1,170.37,116.05
50456,1017,3,80.92,65.35
50457,1023,2,61.77,47.13
50457,1027,3,96.91,64.14
50457,1030,1,112.12,74.87
50458,1032,1,14.38,12.48
50458,1039,3,66.86,55.62
50458,1006,1,15.07,11.68
50458,1014,2,36.77,25.91
50458,1031,3,30.5,24.61
50459,1029,3,16.48,10.34
50460,1005,1,33.22,22.94
50461,1025,2,132.87,95.3
50462,1028,1,86.55,73.13
50462,1009,1,106.58,86.43
50463,1025,3,132.87,95.3
50463,1008,2,103.49,74.13
50463,1007,1,144.78,104.61
50464,1002,3,103.94,89.18
50464,1021,3,26.77,21.04
50464,1015,3,40.83,26.09
50464,1018,3,63.98,54.67
50464,1006,1,15.07,11.68
50465,1039,2,66.86,55.62
50465,1037,2,19.21,16.23
50465,1020,2,99.84,75.36
50465,1018,1,63.98,54.67
50465,1028,1,86.55,73.13
50466,1012,1,158.43,100.73
50466,1000,2,57.92,48.07
50466,1003,3,115.15,73.85
50466,1036,3,59.93,40.03
50467,1012,2,158.43,100.73
50467,1027,3,96.91,64.14
50467,1018,3,63.98,54.67
50467,1021,3,26.77,21.04
50468,1033,1,173.12,114.12
50468,1027,2,96.91,64.14
50468,1000,1,57.92,48.07
50468,1001,2,156.96,114.33
50468,1032,3,14.38,12.48
50469,1003,3,115.15,73.85
50469,1028,2,86.55,73.13
50469,1022,3,58.79,38.6
50470,1004,2,29.05,22.94
50470,1001,1,156.96,114.33
50470,1019,1,49.9,38.49
50470,1029,2,16.48,10.34
50471,1005,3,33.22,22.94
50471,1027,3,96.91,64.14
50471,1028,3,86.55,73.13
50472,1008,3,103.49,74.13
50472,1004,2,29.05,22.94
50473,1022,1,58.79,38.6
50474,1013,3,45.68,29.42
50475,1004,2,29.05,22.94
50476,1012,3,158.43,100.73
50476,1014,2,36.77,25.91
50477,1025,2,132.87,95.3
50477,1018,3,63.98,54.67
50477,1017,1,80.92,65.35
50477,1003,3,115.15,73.85
50478,1008,1,103.49,74.13
50478,1022,3,58.79,38.6
50478,1012,3,158.43,100.73
50478,1013,1,45.68,29.42
50479,1030,2,112.12,74.87
50479,1032,3,14.38,12.48
50479,1016,3,47.58,39.99
50479,1005,2,33.22,22.94
50479,1028,1,86.55,73.13
50480,1035,2,144.8,97.97
50480,1038,3,109.74,83.69
50480,1012,3,158.43,100.73
50480,1030,3,112.12,74.87
50481,1037,2,19.21,16.23
50482,1008,3,103.49,74.13
50482,1028,1,86.55,73.13
50483,1014,1,36.77,25.91
50484,1023,2,61.77,47.13
50484,1005,1,33.22,22.94
50484,1027,1,96.91,64.14
50484,1022,1,58.79,38.6
50484,1017,3,80.92,65.35
50485,1028,1,86.55,73.13
50485,1037,2,19.21,16.23
50485,1032,1,14.38,12.48
50486,1008,2,103.49,74.13
50486,1017,2,80.92,65.35
50486,1032,3,14.38,12.48
50486,1010,3,11.69,7.37
50487,1026,1,33.93,27.96
50487,1000,3,57.92,48.07
50487,1013,2,45.68,29.42
50487,1034,3,170.37,116.05
50487,1015,1,40.83,26.09
50488,1034,2,170.37,116.05
50489,1022,3,58.79,38.6
50489,1012,1,158.43,100.73
50490,1003,2,115.15,73.85
50490,1027,3,96.91,64.14
50491,1035,1,144.8,97.97
50491,1038,1,109.74,83.69
50491,1018,3,63.98,54.67
50492,1014,2,36.77,25.91
50492,1037,1,19.21,16.23
50492,1024,2,73.33,57.45
50492,1013,2,45.68,29.42
50492,1015,3,40.83,26.09
50493,1022,1,58.79,38.6
50493,1012,3,158.43,100.73
50493,1010,1,11.69,7.37
50494,1027,2,96.91,64.14
50494,1026,3,33.93,27.96
50494,1002,2,103.94,89.18
50494,1024,1,73.33,57.45
50495,1030,2,112.12,74.87
50495,1022,2,58.79,38.6
50495,1036,3,59.93,40.03
50495,1004,2,29.05,22.94
50496,1029,1,16.48,10.34
50497,1022,1,58.79,38.6
50498,1012,1,158.43,100.73
50498,1015,1,40.83,26.09
50498,1010,2,11.69,7.37
50498,1022,1,58.79,38.6
50499,1013,1,45.68,29.42
50499,1014,2,36.77,25.91
50499,1008,3,103.49,74.13
50499,1026,3,33.93,27.96
50499,1006,1,15.07,11.68
50500,1014,2,36.77,25.91
50500,1038,1,109.74,83.69
50500,1003,2,115.15,73.85
50500,1036,2,59.93,40.03
50500,1029,2,16.48,10.34
50501,1008,1,103.49,74.13
50502,1032,2,14.38,12.48
50502,1010,2,11.69,7.37
50503,1001,2,156.96,114.33
50504,1013,2,45.68,29.42
50504,1001,2,156.96,114.33
50504,1011,3,174.67,116.54
50504,1034,2,170.37,116.05
50505,1015,1,40.83,26.09
50505,1007,3,144.78,104.61
50505,1035,2,144.8,97.97
50505,1020,1,99.84,75.36
50505,1038,3,109.74,83.69
50506,1019,3,49.9,38.49
50507,1003,2,115.15,73.85
50507,1023,1,61.77,47.13
50508,1001,2,156.96,114.33
50508,1015,3,40.83,26.09
50508,1030,3,112.12,74.87
50508,1028,3,86.55,73.13
50509,1008,1,103.49,74.13
50509,1030,2,112.12,74.87
50510,1005,1,33.22,22.94
50511,1016,1,47.58,39.99
50512,1014,1,36.77,25.91
50512,1017,2,80.92,65.35
50512,1015,2,40.83,26.09
50513,1005,3,33.22,22.94
50513,1006,1,15.07,11.68
50513,1029,3,16.48,10.34
50513,1016,1,47.58,39.99
50513,1017,1,80.92,65.35
50514,1002,2,103.94,89.18
50514,1039,3,66.86,55.62
50514,1021,1,26.77,21.04
50514,1034,3,170.37,116.05
50514,1038,2,109.74,83.69
50515,1032,2,14.38,12.48
50516,1001,3,156.96,114.33
50516,1003,2,115.15,73.85
50516,1028,3,86.55,73.13
50516,1033,2,173.12,114.12
50517,1000,2,57.92,48.07
50518,1024,1,73.33,57.45
50519,1027,3,96.91,64.14
50519,1011,1,174.67,116.54
50520,1015,1,40.83,26.09
50520,1008,3,103.49,74.13
50520,1014,1,36.77,25.91
50520,1039,2,66.86,55.62
50521,1016,3,47.58,39.99
50521,1001,1,156.96,114.33
50522,1033,3,173.12,114.12
50522,1008,3,103.49,74.13
50523,1002,2,103.94,89.18
50523,1009,3,106.58,86.43
50523,1013,1,45.68,29.42
50523,1025,2,132.87,95.3
50524,1036,3,59.93,40.03
50524,1006,2,15.07,11.68
50524,1029,1,16.48,10.34
50524,1024,3,73.33,57.45
50524,1026,3,33.93,27.96
50525,1039,1,66.86,55.62
50525,1024,3,73.33,57.45
50526,1037,1,19.21,16.23
50526,1021,1,26.77,21.04
50526,1016,3,47.58,39.99
50526,1012,2,158.43,100.73
50526,1017,2,80.92,65.35
50527,1009,1,106.58,86.43
50527,1038,1,109.74,83.69
50528,1025,3,132.87,95.3
50528,1005,1,33.22,22.94
50528,1008,3,103.49,74.13
50528,1038,3,109.74,83.69
50528,1019,3,49.9,38.49
50529,1010,3,11.69,7.37
50529,1000,2,57.92,48.07
50529,1023,3,61.77,47.13
50529,1004,3,29.05,22.94
50529,1015,1,40.83,26.09
50530,1008,3,103.49,74.13
50530,1020,3,99.84,75.36
50530,1037,3,19.21,16.23
50530,1036,3,59.93,40.03
50530,1007,2,144.78,104.61
50531,1003,2,115.15,73.85
50532,1021,1,26.77,21.04
50533,1019,3,49.9,38.49
50534,1020,1,99.84,75.36
50534,1034,3,170.37,116.05
50535,1021,1,26.77,21.04
50536,1024,2,73.33,57.45
50537,1016,3,47.58,39.99
50538,1000,1,57.92,48.07
50538,1039,3,66.86,55.62
50539,1025,2,132.87,95.3
50539,1033,1,173.12,114.12
50539,1012,1,158.43,100.73
50540,1005,2,33.22,22.94
50540,1014,2,36.77,25.91
50540,1018,3,63.98,54.67
50541,1007,2,144.78,104.61
50541,1014,2,36.77,25.91
50541,1034,3,170.37,116.05
50541,1001,3,156.96,114.33
50542,1015,1,40.83,26.09
50542,1038,3,109.74,83.69
50542,1033,2,173.12,114.12
50543,1029,3,16.48,10.34
50543,1015,3,40.83,26.09
50543,1031,1,30.5,24.61
50543,1014,2,36.77,25.91
50544,1001,2,156.96,114.33
50545,1003,3,115.15,73.85
50545,1008,3,103.49,74.13
50545,1015,3,40.83,26.09
50545,1000,1,57.92,48.07
50545,1030,2,112.12,74.87
50546,1013,2,45.68,29.42
50546,1039,2,66.86,55.62
50546,1016,2,47.58,39.99
50547,1019,1,49.9,38.49
50547,1004,3,29.05,22.94
50547,1021,3,26.77,21.04
50548,1003,3,115.15,73.85
50548,1025,1,132.87,95.3
50548,1018,2,63.98,54.67
50548,1002,3,103.94,89.18
50548,1032,3,14.38,12.48
50549,1034,3,170.37,116.05
50549,1029,3,16.48,10.34
50549,1011,1,174.67,116.54
50549,1017,2,80.92,65.35
50549,1038,3,109.74,83.69
50550,1005,1,33.22,22.94
50550,1021,1,26.77,21.04
50550,1033,1,173.12,114.12
50551,1014,1,36.77,25.91
50552,1023,2,61.77,47.13
50552,1032,2,14.38,12.48
50552,1019,2,49.9,38.49
50552,1026,3,33.93,27.96
50553,1020,2,99.84,75.36
50554,1016,2,47.58,39.99
50554,1018,3,63.98,54.67
50554,1029,1,16.48,10.34
50554,1008,2,103.49,74.13
50555,1028,2,86.55,73.13
50555,1000,3,57.92,48.07
50555,1005,2,33.22,22.94
50555,1033,3,173.12,114.12
50555,1039,1,66.86,55.62
50556,1030,3,112.12,74.87
50556,1029,2,16.48,10.34
50556,1031,1,30.5,24.61
50557,1017,1,80.92,65.35
50558,1033,3,173.12,114.12
50558,1009,3,106.58,86.43
50558,1005,2,33.22,22.94
50559,1009,3,106.58,86.43
50559,1028,1,86.55,73.13
50560,1002,2,103.94,89.18
50560,1026,3,33.93,27.96
50560,1000,2,57.92,48.07
50560,1030,3,112.12,74.87
50560,1007,1,144.78,104.61
50561,1028,1,86.55,73.13
50561,1025,1,132.87,95.3
50561,1032,1,14.38,12.48
50561,1036,3,59.93,40.03
50562,1004,1,29.05,22.94
50562,1015,3,40.83,26.09
50562,1026,1,33.93,27.96
50562,1021,3,26.77,21.04
50562,1029,3,16.48,10.34
50563,1013,1,45.68,29.42
50564,1009,3,106.58,86.43
50564,1037,2,19.21,16.23
50564,1026,3,33.93,27.96
50564,1019,2,49.9,38.49
50564,1028,1,86.55,73.13
50565,1007,2,144.78,104.61
50565,1033,1,173.12,114.12
50565,1011,1,174.67,116.54
50565,1037,3,19.21,16.23
50566,1029,2,16.48,10.34
50567,1025,2,132.87,95.3
50567,1021,3,26.77,21.04
50568,1030,3,112.12,74.87
50568,1033,3,173.12,114.12
50569,1038,1,109.74,83.69
50569,1034,2,170.37,116.05
50569,1039,3,66.86,55.62
50569,1011,3,174.67,116.54
50570,1005,1,33.22,22.94
50570,1034,3,170.37,116.05
50571,1019,3,49.9,38.49
50571,1026,3,33.93,27.96
50572,1021,1,26.77,21.04
50572,1035,1,144.8,97.97
50572,1031,3,30.5,24.61
50573,1006,1,15.07,11.68
50573,1003,1,115.15,73.85
50573,1026,3,33.93,27.96
50573,1025,2,132.87,95.3
50574,1035,1,144.8,97.97
50574,1005,3,33.22,22.94
50574,1003,3,115.15,73.85
50574,1027,2,96.91,64.14
50574,1020,3,99.84,75.36
50575,1039,2,66.86,55.62
50575,1031,3,30.5,24.61
50575,1013,2,45.68,29.42
50576,1033,1,173.12,114.12
50576,1012,3,158.43,100.73
50576,1000,2,57.92,48.07
50576,1022,1,58.79,38.6
50576,1014,2,36.77,25.91
50577,1006,3,15.07,11.68
50577,1027,2,96.91,64.14
50578,1009,1,106.58,86.43
50578,1028,2,86.55,73.13
50578,1036,2,59.93,40.03
50578,1020,2,99.84,75.36
50579,1022,3,58.79,38.6
50580,1005,2,33.22,22.94
50580,1017,3,80.92,65.35
50581,1032,2,14.38,12.48
50581,1019,2,49.9,38.49
50581,1030,3,112.12,74.87
50581,1027,2,96.91,64.14
50581,1016,1,47.58,39.99
50582,1034,2,170.37,116.05
50582,1022,2,58.79,38.6
50583,1014,2,36.77,25.91
50583,1027,3,96.91,64.14
50583,1007,3,144.78,104.61
50583,1038,3,109.74,83.69
50583,1026,1,33.93,27.96
50584,1005,2,33.22,22.94
50584,1026,1,33.93,27.96
50585,1025,2,132.87,95.3
50585,1026,3,33.93,27.96
50585,1015,2,40.83,26.09
50586,1010,2,11.69,7.37
50586,1026,2,33.93,27.96
50586,1032,1,14.38,12.48
50586,1007,1,144.78,104.61
50587,1039,1,66.86,55.62
50587,1000,3,57.92,48.07
50587,1020,3,99.84,75.36
50587,1007,1,144.78,104.61
50587,1017,1,80.92,65.35
50588,1002,2,103.94,89.18
50588,1019,3,49.9,38.49
50588,1020,1,99.84,75.36
50588,1017,2,80.92,65.35
50588,1018,1,63.98,54.67
50589,1000,2,57.92,48.07
50589,1010,2,11.69,7.37
50590,1010,3,11.69,7.37
50590,1011,1,174.67,116.54
50590,1026,3,33.93,27.96
50590,1020,2,99.84,75.36
50590,1033,3,173.12,114.12
50591,1036,2,59.93,40.03
